行け。 	 Go.
彼は自分の目で見たかのように事故についてわたしに語った。 	 He told me about the accident as if he had seen it with his own eyes.
祖父から相続されたお金で家を買いました。 	 I bought a house with the money that I inherited from my grandfather.
三年前に東京に来てから、ここに住んでいます。 	 I came to Tokyo three years ago and have been living here ever since.
それがどれほどむずかしいか君に説明できそうにない。 	 I don't think that I can get you to understand how difficult that is.
トムとは共通の話題がないから何話せばいいか分かんないんだよね。 	 I have nothing in common with Tom so I don't know what to talk about.
新聞に家の売却の広告を出した。 	 I put an advertisement in the newspaper saying my house was for sale.
これはなるべく早くお医者さんに診てもらった方がいいですよ。 	 I suggest that you go and see a doctor about this as soon as you can.
運転免許試験には受かりそうにないよ。 	 I think that it's unlikely that I'll be able to pass my driving test.
渋滞に巻き込まれなければ、間に合うと思いますよ。 	 I think we'll make it in time if we don't get stuck in a traffic jam.
今年の年末年始は、家でのんびり過ごすわ。 	 I'm going to spend the New Year's holiday this year relaxing at home.
レギュラーになるなら、人一倍頑張らなくっちゃ。 	 If I'm to become a regular, I have to work twice as hard as the rest.
もし一ヶ月でこのタイプライターを完全に使いこなせたら、きみのものにしておいてもよい。 	 If you can use this typewriter perfectly in a month, you may keep it.
彼女は本の絵をノートに書き移した。 	 In her notebook, she drew a copy of the picture that was in the book.
外国語で自分の言いたいことを伝えるのは難しくないですか？ 	 Isn't it difficult to make yourself understood in a foreign language?
持っている金が少なければ少ないほど、それだけ心配も少ないというのは、実際、本当である。 	 It is actually true that the less money you have, the less you worry.
僕は彼女が欲しいんじゃなくて恋がしたいんだ。 	 It's not that I want to have a girlfriend, I just want to be in love.
念のため傘持って行ったら？ 	 Just to be on the safe side, why don't you take an umbrella with you?
クラス会に出席して、昔懐かしい学生時代の思い出があれこれとよみがえった。 	 Our class reunion brought back old memories of when we were students.
彼らはフランス語で喋っていたので、私は一言も理解できなかった。 	 Since their conversation was in French, I couldn't understand a word.
すみませんが、急がなくてはなりません。このことを詳しく説明する時間はありません。 	 Sorry, but I have to hurry. I have no time to explain this in detail.
来週の火曜日に役員会がその提案を検討することになっている。 	 The board of directors is going to discuss the proposal next Tuesday.
旅客機のパイロットは乗客の安全に対し責任がある。 	 The pilot of an airliner is responsible for the safety of passengers.
警察はトムの寝室の窓の外には誰の足跡も見つけることができませんでした。 	 The police couldn't find any footprints outside Tom's bedroom window.
坊主が屏風に上手に坊主の絵を描いた。 	 The priest skillfully drew a picture of a priest on a folding screen.
昨夜は-10℃まで冷え込んだ。 	 The temperature went down to minus ten degrees centigrade last night.
これは高度の集中を要する類の仕事だ。 	 This is the kind of work that requires a high level of concentration.
私の知る限り、彼はその詐欺の企みには関与していません。 	 To the best of my knowledge, he wasn't involved in that fraud scheme.
トムには高いワインと安いワインの味の違いがわからない。 	 Tom can't taste the difference between expensive wine and cheap wine.
トムは世界で唯一その記録を破りそうな男だ。 	 Tom is the only man in the world that is likely to break that record.
つい最近まで、私たちが必要とするものの大半は、手で作られていました。 	 Until quite recently, most of the things we needed were made by hand.
こんなにすばらしい本を書くとは、著者はさぞかしりっぱな学者だろう。 	 What a good scholar the author must be to write such a splendid book!
子供の頃、毎日母に青野菜を食べさせられた。 	 When I was a child, my mother made me eat green vegetables every day.
君の成功は英検の試験に合格するかどうかにかかっている。 	 Your success depends on whether you pass the STEP examination or not.
「どこ行ってたの？」「友だちを見送りに駅へ行ったんだ」 	 Where did you go? "I went to the train station to see a friend off."
私たち５人の中で、間違いなく彼女が一番多くの言語を話せる。 	 Among the five of us, she, without a doubt, speaks the most languages.
せめて日常会話ができるくらいになりたい。 	 At the very least, I'd like to be able to have everyday conversations.
紅茶と緑茶の違いを私に説明できますか。 	 Can you describe to me the difference between black tea and green tea?
この本を１週間で読み切るのって難しいと思う？ 	 Do you think it'll be difficult to finish reading this book in a week?
朝起きは三文の徳。 	 Early to bed and early to rise, makes a man healthy, wealthy and wise.
早起きは三文の徳。 	 Early to bed and early to rise, makes a man healthy, wealthy and wise.
この道を信号のところまで行ってもらって、そこを左に曲がってください。 	 Go down this road until you get to a traffic light and then turn left.
お元気ですか？もう長い間、お目にかかりませんでしたね。 	 How are you doing? It's been a long time since we last met, hasn't it?
何が起きようとしているかをトムが悟ったことは、その表情を見て知れました。 	 I could tell by the look on Tom's face that he knew what was going on.
自分の給料に満足していると言える人はそうそういないのではないだろうか。 	 I don't think many people can say they're satisfied with their salary.
失業者の数が最近、増加しているそうだ。 	 I hear that the number of the unemployed has been increasing recently.
トムは多分、あなたが思っているよりも、それをうまくやれると思う。 	 I know that Tom is probably better at doing that than you think he is.
まだ、あのときのお礼を言ってなかったわね。本当にありがとう。 	 I still haven't thanked you for the other day. I really appreciate it.
私は家にとどまるようにと彼らに懸命に言ったが、彼らは断固として私の意見に耳を傾けようとはしなかった。 	 I tried hard to make them stay home, but they refused to listen to me.
トムが昔フランス語の先生だったって知ったときは、驚いたよ。 	 I was surprised when I found out that Tom used to be a French teacher.
レポートをフランス語に訳すのを手伝っていただき、大変感謝しております。 	 I'd like to thank you for helping me translate the report into French.
ラクダが中東では大変有用であることは言うまでもない。 	 It goes without saying that camels are very useful in the Middle East.
私が出した高価な寿司を誰も食べなかったのにはがっかりした。 	 It was disappointing that nobody ate the expensive sushi I had served.
顔だけでイギリス人とアメリカ人を区別することは難しい。 	 It's hard to tell Englishmen from Americans just by the way they look.
現代の金融は一段と複雑かつ高度になってきている。 	 Modern finance is becoming increasingly complicated and sophisticated.
いくら頑張ってみたところで、一日でそれを終わらせるなんてできないんだよ。 	 No matter how hard you try, you won't be able to finish that in a day.
同日にアポロ１１号が月面着陸に成功した。 	 On the same day, Apollo 11 succeeded in landing on the moon's surface.
２０才になって初めて、彼女は歌手になろうと決心した。 	 She did not decide to be a singer until she reached the age of twenty.
地下鉄運賃が２ＯＯ１年４月１日からほぼ１１％値上げになります。 	 Subway fares will be raised by nearly ten percent as of April 1, 2001.
その合意は両国政府の妥協の産物だった。 	 The agreement was a product of compromise between the two governments.
料理は余りおいしくなかったが、その他の点では、そのパーティーは成功だった。 	 The food wasn't very delicious, but otherwise the party was a success.
地面はまだ濡れている。試合はたぶん中止されるだろう。 	 The ground is still wet. As likely as not, the game will be cancelled.
「結論」の目的は論文の主要な論点を要約することだ。 	 The purpose of a conclusion is to sum up the main points of the essay.
そのふたごの女の子はとてもよく似ていて私には区別がつかなかった。 	 The twin girls are so much alike that I can't tell one from the other.
この問題は難しすぎて小学生には解けないよ。 	 This problem is too difficult for elementary school children to solve.
トムは勤務終了時間を超えて働くと、５割アップの時給をもらっていた。 	 Tom got time and a half when he worked beyond his usual quitting time.
背の低い人は背の高い人より多くの睡眠が必要であると、トムはどこかで読んだ。 	 Tom read somewhere that short people need more sleep than tall people.
明日までに履修登録をしなきゃいけないんだ。 	 We must register for the courses that we're going to take by tomorrow.
深く息を吸うと、背中の右側に痛みが走るんです。 	 When I take a deep breath, a pain runs down the right side of my back.
路面電車を待っていたとき事故を目撃した。 	 While I was waiting for the streetcar, I witnessed a traffic accident.
ダックスフントは、非常に長い胴と短い足をしたドイツ犬である。 	 A dachshund is a dog from Germany with a very long body and short legs.
ＡＬＳは、体を動かすのに必要な神経と筋肉を徐々に破壊してしまう。 	 ALS slowly destroys the nerves and muscles needed for moving your body.
３週間仕事を捜して、やっと給料のよい仕事を見つけた。 	 After spending three weeks looking for a job, he found a well-paid one.
何かこちらでできることがあれば、ご連絡ください。 	 Be sure to get in touch with me, if there is anything I can do for you.
彼氏と別れたって昨日言ってなかったっけ？ 	 Didn't you tell me yesterday that you and your boyfriend had broken up?
すみませんが、２～３分時間をさいていただけませんか。お願いがあるんです。 	 Excuse me, could you spare me a few minutes? I have a favor to ask you.
彼は休暇を利用してニューヨークに旅行に行く途中、旧友の所にちょっと立ち寄った。 	 He dropped in on some old friends during his vacation trip to New York.
彼は演説をしていたが、奇妙な物音を聞いて急に話をやめた。 	 He was making a speech, but he broke off when he heard a strange noise.
私はその内気な青年にその美しい少女への愛を告白するように勧めた。 	 I advised the shy young man to declare his love for the beautiful girl.
医者が食べるなって言ったのを食べるなんて、信じられない。 	 I can't believe that you're eating what the doctor told you not to eat.
自分の給料に満足していると言える人はそうそういないのではないだろうか。 	 I don't think many people can say they are satisfied with their salary.
女の子の誕生日パーティーに行くのは嫌だね。何をプレゼントすればいいか分からないから。 	 I hate going to girls' birthday parties. I never know what to get them.
１５年前に卒業して以来私は昔の級友に会ったことがない。 	 I haven't seen any of my old classmates since I graduated 15 years ago.
こんな時間に通りに誰もいないなんて変だと思う。 	 I think it's strange that no one is on the street this time of the day.
もう3週間ボストンに滞在する予定だという事をもうトムに話したよ。 	 I've already told Tom I plan on staying in Boston for three more weeks.
こんなへまをして、穴があったら入りたいよ。 	 I've botched things up so bad I wish I could find a hole to climb into.
とんでもないことをしてしまった。穴があったら入りたい。 	 I've botched things up so bad I wish I could find a hole to climb into.
もし電気が無かったら我々の文明生活は不可能になるだろう。 	 If it were not for electricity, our civilized life would be impossible.
３０００個お買い上げいただければ、３パーセント割引いたします。 	 If you agree to buy 3,000 of them, we'll give you a 3 percent discount.
１６０３年、ジェームズ一世が政権の座についたとき、フットボールは再び許可されたのです。 	 In 1603, when King James I came into power, football was allowed again.
自分が子供を産んではじめて母親の愛がどんなものかわかりました。 	 It was not until I had a baby myself that I knew what mother's love is.
間取りも狭いし、周りもうるさいけど、住めば都なんだよ、この部屋。 	 It's a small noisy apartment, but it's where I live and I call it home.
映画館は、インターネット上に出回る違法コピーのせいで、収益をますます失いつつある。 	 Movie theaters are losing more and more revenue due to internet piracy.
この件でご迷惑をおかけしたことをお詫びします。 	 Please accept our apologies for the trouble this matter has caused you.
彼女は彼に病院に行くよう勧めたが、彼は彼女の勧めには従わなかった。 	 She advised him to go to the hospital, but he didn't follow her advice.
その果物は形がオレンジに似ていて、味はパイナップルに似ている。 	 The fruit is similar to an orange in shape and to a pineapple in taste.
中国の人口は日本の約8倍です。 	 The population of China is about eight times as large as that of Japan.
旅行代理店の人はトラベラーズチェックを持っていくことを提案した。 	 The travel agent suggested that we take some traveler's checks with us.
これが事故現場に残されていたのと同じオートバイです。 	 This is the same motorcycle that was left at the scene of the accident.
トムとメアリーは仕事に出かける前に３杯ずつコーヒーを飲みました。 	 Tom and Mary each drank three cups of coffee before they left for work.
トムとメアリーは大学を卒業したらすぐに結婚する予定だ。 	 Tom and Mary plan to get married as soon as they graduate from college.
トムは高級ワインと安物ワインの違いが説明できない。 	 Tom can't explain the difference between cheap wine and expensive wine.
トムは以前赤ワインが好きではなかったが、今ではほとんど毎日飲んでいる。 	 Tom didn't use to like red wine, but now he drinks it almost every day.
トムはシャンパンとチキンパイの残りをがつがつと平らげた。 	 Tom eagerly finished up what was left of the champagne and chicken pie.
トムは、お隣さんの所に行って手伝いが必要か見てくるよう、メアリーに言った。 	 Tom told Mary to go next door and see if the neighbors needed any help.
いつもそこにばっかり行ってるよ。気分転換にフランス料理の店に行こうよ。 	 We're always going there! Let's go to a French restaurant for a change.
彼らが休暇で不在の間、近所の人たちが犬の世話をしてあげた。 	 While they were away on holiday, their neighbours looked after the dog.
これよりもっと安いカメラをみせてくれませんか。 	 Would you please show me a camera that is less expensive than this one?
日本では家に入るとき靴を脱ぐものとされています。 	 You are supposed to take off your shoes when entering a house in Japan.
列車の代わりに飛行機に乗ることによって失った時間を埋め合わすことができる。 	 You can make up for lost time by taking an airplane instead of a train.
「『愛してる』ってフランス語で言って」「ジュテーム」「ありがとう、僕も愛してるよ」 	 Say 'I love you' in French. "Je t'aime." "Thank you, I love you, too."
「トム、ご飯冷めちゃうよ？」「ちょっと待って、今行く！」 	 Tom, your dinner's getting cold. "Just a minute. I'll be right there."
青いスーツ、白いシャツ、赤いネクタイが男性従業員全員の必需品だ。 	 A blue suit, white shirt and red tie are essential for all male workers.
そんなことするべきではなかったと多くの人に言われるだろう。 	 A lot of people are going to tell you that you shouldn't have done that.
結婚後、わたしの日本語は上達し、より理解できるようになった。 	 After I got married, my Japanese got better and I could understand more.
レーシングドライバイーの道に進むこと、真剣に考えているの？ 	 Are you seriously thinking about pursuing a career as a race car driver?
そういえば、こないだなくしたって言ってた傘、見つかった？ 	 By the way, did you find the umbrella you said you'd lost the other day?
データは、メインコンピューターから自分のものに転送できるし、またその逆もできる。 	 Data can be transmitted from the main computer to yours, and vice versa.
ヨーロッパには今ではこの病気の新たな症例は全くないと報道されている。 	 Europe is now reported to be entirely free of new cases of this disease.
フレデリック・ショパンは7歳で最初の作品を書いた。 	 Frederic Chopin wrote his first composition when he was seven years old.
先生は禎子の手からそっと折り紙を取り、「もう休みなさい」と言った。 	 He gently took the paper out of her hands and said, "It's time to rest."
私は午後四時に球場に到着したが、試合はすでに始まっていた。 	 I arrived at the stadium at 4:00 p.m., but the game had already started.
本当はカメラを忘れたのではなかった。ただ写真を撮りたくなかっただけだ。 	 I didn't actually forget my camera. I just didn't want to take pictures.
つきがいいほうではないのでパチンコもしないし宝くじも買いません。 	 I don't have good luck, so I don't play pachinko or buy lottery tickets.
１８歳のとき、自動車の運転を習って、免許を取りました。 	 I learned to drive a car when I was eighteen and got a driver's license.
私の英語では話が通じないのではないかと思います。 	 I think that maybe I won't be able to make myself understood in English.
私は５時までに帰って来るという条件でそこへ行くことを許された。 	 I was allowed to go there on condition that I came back by five o'clock.
私は近視なので、あの看板に何が書いてあるか分からない。 	 I'm near-sighted, so I can't make out what is written on that signboard.
もしあなたの病気を知っていたならお見舞いに行けたんだけど。 	 If I'd known that you were sick, I could've visited you in the hospital.
あなたのレインコートがなかったら、びしょ濡れになってたわ。 	 If it hadn't been for your raincoat, I would've been soaked to the skin.
寝る前にホットミルクを飲むと寝つきが良くなりますよ。 	 If you drink warm milk before you go to bed, it'll help you fall asleep.
トムが私の言うことを、もっとちゃんと聞いていたらよかったんですけどね。 	 It would've been nice if Tom had listened to what I said more carefully.
なるほど彼女は料理の知識は豊富だが、料理は上手ではない。 	 It's true that she knows a lot about cooking, but she isn't a good cook.
多くの人が、子供の屋外での遊び時間が不足していると思っている。 	 Many people think that children don't spend enough time playing outside.
話すのは簡単だが、実行の困難な事は多くある。 	 Many things are easy to talk about, but difficult to actually carry out.
もっとじっくりスピーチの準備をすべきだったと先生に言われた。 	 My teacher told me that I should've spent more time preparing my speech.
車には何の問題もない。ただ君の運転がまずいだけだよ。 	 Nothing is the matter with the car. It's just that you are a bad driver.
近年では、年配の人達を指すのに「高齢者」という用語をよく使う。 	 Nowadays, we often use the term "senior citizen" to refer to old people.
あまりにもいろんな事が起こって世界中がひっくり返ったみたいだ。 	 So much has happened. It's as if the whole world is flipped upside down.
一人の人間の死は悲劇であるが、百万人の死は統計値である。 	 The death of one man is a tragedy. The death of millions is a statistic.
合併その他の交渉のために同社は２５人の担当者を加えた。 	 The firm has added 25 new associates to work on mergers and other deals.
トムとメアリーは会議室で隣同士に座っていた。 	 Tom and Mary sat next to each other at the table in the conference room.
去年前の仕事を失なってから、トムはずっと仕事を探している。 	 Tom has been hunting for a job since he lost his previous job last year.
メアリーがもう聞いていないのに気づくと、トムはすぐに話をやめた。 	 Tom stopped talking as soon as he noticed Mary wasn't listening anymore.
トムはロングとショートどっちが好き？ 	 Tom, which do you prefer, girls with long hair or girls with short hair?
雨じゃない日より雨の日のほうが交通事故がよく起こる。 	 Traffic accidents occur more often when it's raining than when it's not.
昨日の易者の占いなんか気にすることないよ。 	 What that fortuneteller said yesterday is nothing to be concerned about.
重要なのは、何冊本を読むかでなく、どんな本を読むかである。 	 What's important isn't how many books you read, but what books you read.
学生時代のテストはいつも一夜漬けでした。 	 When I was a college student, I always pulled all-nighters before tests.
雨が上がると、子供たちは野球を再開した。 	 When the weather had cleared, the children began to play baseball again.
ハンバーガーばかり食べていると、栄養が偏るよ。 	 Your diet is going to be really unbalanced if all you eat is hamburgers.
「ここから学校までどのくらいかかりますか」「歩いて約１０分です」 	 How far is it from here to your school? "It's about ten minute's walk."
「論文できましたか」「いや、残念ですが、まだ書き終えていません」 	 Is the essay ready? "No, I'm sorry. I haven't finished writing it yet."
良いボールボーイやボールガールは精神を集中することができ、また、速く走ることができなければならない。 	 A good ballboy or ballgirl must be able to concentrate hard and run fast.
家族生活に見られるもう一つの変化は、両親の子供に対する接し方である。 	 Another change in family life is the attitude of parents toward children.
彼女はクリスマスに、本当に素敵な模型飛行機を僕にわざわざ買ってくれた。 	 At Christmas she went out of her way to buy me a really nice model plane.
最初のうち、速く話されると理解するのが大変だった。 	 At first, I had difficulty understanding people when they spoke too fast.
ビールは麦芽の含有量によって課税されるから、発泡酒の方が安いんだよ。 	 Beer is taxed according to its malt content, so low-malt beer is cheaper.
このゲームはトムには少し難しすぎると思いませんか。 	 Don't you think this computer game may be a little too difficult for Tom?
両手でもきれいに卵が割れないんだよ。 	 Even if I use both hands, I can't crack an egg without breaking the yolk.
率直に言うと、私は彼が何を言っているのかなかなかわからなかった。 	 Frankly speaking, it was difficult for me to make out what he was saying.
彼は生まれてから一度も医者にかかったことがないと自慢している。 	 He is proud of the fact that he has never consulted a doctor in his life.
こんにちは。ジョン・ラインドルと言います。私はプラハのアメリカ大使館で働いています。 	 Hello. My name is John Reindle. I work at the American Embassy in Prague.
毎週どれくらいの時間お子さんと遊んでいますか。 	 How much time every week do you spend doing fun stuff with your children?
彼が泥だらけでうつ伏せになっているのを見たとき、笑わずにはいられなかった。 	 I couldn't help laughing when I saw him lying face down covered with mud.
ベンチに腰かけたとたんに、ペンキが塗りたてなのに気づいた。 	 I had hardly sat down on the bench when I found it had just been painted.
もしあればセイフティボックスに貴重品を保管したいのですが。 	 I'd like to put my valuables in a safe deposit box, if any are available.
もし予防接種証明書があったらお持ちください。 	 If you have a certificate of immunization, please bring it when you come.
これまで訪れた中で、エベレストほど美しい山を見たことがない。 	 In all my travels I've never seen a more beautiful mountain than Everest.
自然の温泉がある島に住んでいるなんて、日本人は幸せです。 	 Japanese people are fortunate to live in a land with natural hot springs.
マザー・テレサはインドのカルカッタに住んで働いていたカトリックの修道女であった。 	 Mother Teresa was a Catholic nun who lived and worked in Calcutta, India.
曇天の日は晴天のときより音がよく聞こえるのです。 	 On cloudy days, you can hear distant sounds better than in clear weather.
うちの課長は私が何かを頼むといつも渋い顔をするんだ。 	 Our section chief always makes a face at me when I ask him for something.
彼女がその本を読み始めたと思った途端、誰かがドアをノックした。 	 She had hardly begun to read the book before someone knocked at the door.
厳密に言うと、彼女は全くそれが好きではなかったが、しかし何も言わなかったのだ。 	 Strictly speaking, she didn't like it at all, but she didn't say a thing.
隣の子供が友達に、新品の自転車を見せびらかしていた。 	 The child next door was showing off his brand new bicycle to his friends.
彼が一切お金を受取らなかったという事実から、彼が正直な男だという事が分かる。 	 The fact that he did not accept any money shows that he is an honest man.
世界初の人工衛星はスプートニク1号で、ロシアにより1957年に打ち上げられた。 	 The first artificial satellite was Sputnik 1, launched by Russia in 1957.
最後にトムと話した時には、ボストンに行く予定はないって言ってたよ。 	 The last time I spoke to Tom, he said he wasn't planning to go to Boston.
隣の部屋では、夜遅くまで起きてごそごそしている音がする。 	 The people in the next room stay up until all hours doing God knows what.
一連の犯罪は同一犯によるものだと考えられた。 	 The series of crimes were thought to have been committed by the same man.
そのウェイターは大変いい人だったので私達は食事についての不満を言いたくなかった。 	 The waiter was such a nice man we didn't like to complain about the meal.
この雑誌には、教育問題についての興味深い記事が載っている。 	 There's an interesting article in this magazine about education problems.
どうして五円玉と五十円玉の真ん中に穴があいているの？ 	 Why do the five yen coin and the fifty yen coin have holes in the center?
あなたのページから、私どもの会社のサイトへリンクしていただけませんか。 	 Would you mind putting a link on your web page to our company's web site?
双方の言い分を聞かないと真相は分からない。 	 You cannot learn the truth unless you hear what both parties have to say.
「近頃どうも調子が悪くてね」「一度診てもらった方がいいよ」 	 I haven't been feeling too good lately. "You had better go to a doctor."
噴水の前では若い女性がギターの弾き語りをしていた。 	 A young woman was singing and playing the guitar in front of the fountain.
急用ができて、彼は音楽会にいくことができなかった。 	 Because some urgent business came up, he wasn't able to go to the concert.
彼は２０歳になったのに、まだ女の子とおしゃべりすることに臆病だ。 	 Even though he has turned twenty, he's still too timid to chat with girls.
１つには私はお金がないし、もう１つにはその時間がない。 	 For one thing, I don't have any money; for another, I don't have the time.
彼が部屋を出ていったとたんみんなどっと吹き出した。 	 He had no sooner gone out of the room than all of them burst out laughing.
人質にとられながら、彼は努めて勇敢に振る舞った。 	 He tried to behave as bravely as possible while he was being held hostage.
私はきっと彼と気が合うと思います。私たちは同じ県の出身だから。 	 I am sure I'll get along with him because we are from the same prefecture.
あまり時間がないから、ファーストフード店にちょっと寄って行くよ。 	 I don't have much time, so I'm going to drop in at a fast-food restaurant.
隣に座った男の人がウイスキーのにおいをプンプンとさせて、がまんできなかった。 	 I just couldn't put up with the man smelling of whisky sitting next to me.
先日申し上げた方をご紹介したいと思います。 	 I'd like to introduce to you the gentleman I told you about the other day.
遅くなってすいません、やる事がたくさんあったもので。 	 I'm sorry that I'm late, but I had a lot of things that needed to be done.
もう3週間ボストンに滞在する予定だという事をもうトムに話したよ。 	 I've already told Tom I plan on staying in Boston for another three weeks.
私は長年議長を務めてきたので、もうそろそろ引退しようかと思っている。 	 I've spent so many years as chairman that I feel it's time I stepped down.
静まり返った部屋の中では、古い時計のコチコチいう音だけが響いていた。 	 In the quiet room, only the sound of the old clock ticking could be heard.
幼い子供が警官より走るのが速いと信じるのは理屈に合わない。 	 It is absurd to believe that young children can run faster than policemen.
冬にはそんな高い山に登らないほうがいいよ。 	 It would be better if you didn't climb such a high mountain in the winter.
スーツを仕立てるときは、正確な採寸が必要となります。 	 It's necessary to take correct measurements when you are tailoring a suit.
ねえ、ここでちょっと休憩しようよ。足がくたくたでもう歩けないよ。 	 Let's take a short rest here. My legs are tired and I can't walk any more.
最もストレスの多い人たちは、２５歳から５４歳までの男女である。 	 Men and women between the ages of 25 and 54 have the most stressful lives.
もっとじっくりスピーチの準備をすべきだったと先生に言われた。 	 My teacher told me that I should have spent more time preparing my speech.
その仕事はあまり面白くなかったが、その一方で給与はよかった。 	 That job was not very interesting, but on the other hand it was well paid.
刑事は文字通り何千人もの人に事件についての聞き込みを行った。 	 The detective questioned literally thousands of people about the incident.
新しい駅ビルが建築中で、まもなく完成する。 	 The new station building is under construction and will be completed soon.
隣の家との境を示す柵がある。 	 There is a fence marking the boundary between our yard and the neighbor's.
トムには息子が３人いる。１人はボストンに住み、他の２人はシカゴに住んでいる。 	 Tom has three sons. One lives in Boston and the other two live in Chicago.
トムはメアリーの横に立っている帽子を被った男を見て、誰なんだろうと思った。 	 Tom saw a man wearing a hat standing next to Mary and wondered who he was.
トムは先生からチョークを投げられて目が覚めた。 	 Tom woke up when the piece of chalk that the teacher threw at him hit him.
頂上までまだ半分以上あるのに、もうへたばったの？ 	 We're less than halfway to the top of the mountain. Are you already tired?
子供のころの時間の過ごし方が、その後の人生を左右する。 	 What you spend time doing in your childhood affects the rest of your life.
あなたがスポットを世話するって言ったとき、そういった責任が生じるのは分かっていたはずでしょ。 	 When you said you'd look after Spot, you knew there'd be responsibilities.
ビアガーデンに客がたくさんいるかどうかは天気次第だ。 	 Whether or not beer gardens get a lot of customers depends on the weather.
「散歩に行かない？」「もう少し日が陰ってからにしようよ」 	 Do you want to go for a walk? "Let's wait until the sun goes down a bit."
事件の原因を取り調べるために実情調査委員会が作られた。 	 A fact-finding committee was set up to determine the cause of the incident.
例によって、彼女は午後の会議に遅れて来た。 	 As is often the case with her, she was late for the meeting this afternoon.
にんじんは目にいいんだよ。眼鏡かけてるうさぎさんとか見たことないでしょ？ 	 Carrots are good for the eyes. Have you ever seen a rabbit with glasses on?
１つの種が絶滅するたびに、我々は自然界の一部を永久に失うことになる。 	 Every time a species dies out, we lose forever a part of our natural world.
ぶっちゃけお前に教師の素質はないと思う。 	 Frankly speaking, I don't think you have what it takes to become a teacher.
彼は山登りが好きで、日本の山に精通している。 	 He likes mountaineering and is well acquainted with the mountains of Japan.
１ヶ月以内に返してくれるなら、その金を君に貸してもよい。 	 I don't mind lending you the money provided you pay it back within a month.
自分の給料に満足していると言える人はそうそういないのではないだろうか。 	 I don't think that many people can say they're satisfied with their salary.
プロの将棋の面白さがやっとわかるようになって来た。 	 I'm finally able to understand what's interesting about professional shogi.
生前に無名であった多くの偉大な思想家は、死後に名声を得た。 	 Many great thinkers who were unknown while alive became famous after death.
お母さん、彼のことをじっくり考えたんだけど、どうしても結婚する気になれないの。 	 Mother, having thought about it carefully, I don't feel I should marry him.
大学生になった今、兄はたくさん本を読まなければいけない。 	 Now that my brother is a university student, he has to do a lot of reading.
プロポーズもしないうちから、結婚式の計画をするのは、本末転倒だ。 	 Planning the wedding before proposing is putting the cart before the horse.
かなりの数の人々が、その夫婦の結婚記念日のお祝いに招待されている。 	 Quite a few people have been invited to celebrate the couple's anniversary.
彼女は、３０代になるまで子供は生まないつもりだと言っている。 	 She says she has no intention of having a baby until she's in her thirties.
裕福な人はあまりお金を持っていない人を見下すことがある。 	 Sometimes rich people look down on other people who do not have much money.
熊は岩の下にいる、肥った虫をさがして、石という石をひっくりかえした。 	 The bear left no stone unturned in his search for fat bugs under the rocks.
小さなフォークはサラダ用、大きなフォークはメインディッシュ用です。 	 The small fork is for your salad, and the large one is for the main course.
退職年齢に近づいた人々は、仕事を続けるかやめるかを選択できる。 	 Those approaching retirement age have the choice of working or not working.
日本が不当な関税を撤廃しない限り、合衆国は制裁を科すだろう。 	 Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.
７月１１日金曜日の午前１０時にホテルに迎えに来ていただけませんか。 	 Would you please pick me up at the hotel on Friday July 11th at 10:00 a.m.?
今さら騒いでもどうにもならないよ。後の祭りだよ。 	 Yelling about it won't help now. You should have done that when it counted.
「私は昼も夜も働くのにまだ慣れてない」「すぐに慣れるよ」 	 I'm not accustomed to working day and night. "You'll soon get used to it."
にんじんは目にいいんだよ。眼鏡かけてるうさぎさんとか見たことないでしょ？ 	 Carrots are good for your eyes. Have you ever seen a rabbit wearing glasses?
１０代の初めの頃、私は両親と必ずしも最善の関係にあったわけではなかった。 	 During my early teens, I wasn't always on the best of terms with my parents.
たとえあなたが遠くへ行ってしまっても、電話で連絡をとりあいましょう。 	 Even if you go far away, let's keep in touch with each other over the phone.
彼はただ、きついこと、難しいこと、骨の折れることを全て、自然に避けるのです。 	 He just naturally avoids everything that is intense, difficult or strenuous.
私を覚えておいでかどうかは存じませんが、数年前にボストンでお会いしました。 	 I don't know if you remember me, but we met a couple of years ago in Boston.
このような状況が二度と起こるなんてあり得ないと思う。 	 I think it's unlikely that a situation like this one would ever occur again.
車を買おうと思ってるんだけど、色を決めかねてるんだ。 	 I'm thinking about buying a car, but I'm still not sure which color to pick.
あと3週間ボストンに滞在するという計画をすでにトムに話したよ。 	 I've already told Tom that I plan on staying in Boston for three more weeks.
もしあなたの病気を知っていたならお見舞いに行けたんだけど。 	 If I had known about your illness, I could have visited you in the hospital.
もしも余命1週間だとしたら、あなたは何をして過ごしますか？ 	 If you only had one more week to live, what would you spend your time doing?
ここ3年はこのあたりに新しい建物がたくさん建っている。 	 In the last three years, a lot of new buildings have been built around here.
ニューズウィークでは、その元映画スターが警察署に入っていく写真を大きく載せていた。 	 Newsweek had a big picture of the ex-movie star entering the police station.
ピーナッツバターサンドを持ってきた子もいれば、ハムサンドやチーズサンドを持ってきた子もいた。 	 Some children brought peanut butter sandwiches, some ham, and others cheese.
今まで食べた中でおいしかったクッキーは、君のお母さんが私に焼いてくれたクッキーだ。 	 The best cookies I've ever eaten are the ones that your mother baked for me.
警察はその事故がどんなふうに起きたのかを、その目撃者に詳しく話させた。 	 The police made the witness explain in detail how the accident had happened.
